6000,ELWELL,The Terrace Room,1612,22.83,2.42,117.25
6001,HERD,The Speakeasy,2104,50.11,8.67,149.78
6002,ARAIZA,The Speakeasy,2239,42.31,30.4,101.71000000000001
6003,HUI,The Speakeasy,1821,5.47,40.74,104.21000000000001
6004,NOWELL,The Speakeasy,2250,8.54,14.45,76.99
6005,BRETT,The Speakeasy,2276,14.63,1.77,70.39999999999999
6006,HUA,The Speakeasy,1841,15.09,45.82,130.91
6007,BREEDING,The Speakeasy,1699,46.47,0.47,48.94
6008,PAWLOWSKI,The Speakeasy,2266,44.25,30.01,89.26
6009,THOMPKINS,The Speakeasy,1464,13.07,13.95,28.02
6010,BOCANEGRA,The Speakeasy,1802,35.28,42.71,148.99
6011,BOSWORTH,Eddie V's Prime Seafood,1910,37.12,4.3,84.42
6012,DUTCHER,Eddie V's Prime Seafood,1917,22.07,3.35,125.41999999999999
6013,BEECHER,Eddie V's Prime Seafood,2010,29.54,12.41,126.94999999999999
6014,COTTO,Eddie V's Prime Seafood,2270,11.26,22.02,93.28
6015,CALLENDER,Eddie V's Prime Seafood,2265,36.86,35.45,92.31
6016,HAMLETT,Eddie V's Prime Seafood,1881,8.38,16.78,88.16
6017,BENFIELD,Eddie V's Prime Seafood,2276,20.97,20.41,47.379999999999995
6018,BROOKSHIRE,Eddie V's Prime Seafood,1435,25.2,27.62,105.82000000000001
6019,CLAUDIO,Eddie V's Prime Seafood,1873,12.51,19.11,35.62
6020,REEL,Eddie V's Prime Seafood,1993,47.4,14.36,129.76
6021,HELMICK,Bigelow Grille,1574,20.12,18.28,135.4
6022,RYALS,Bigelow Grille,2188,7.9399999999999995,24.39,37.33
6023,WINDER,Bigelow Grille,2112,11.06,34.34,118.4
6024,ROBIN,Bigelow Grille,1470,25.69,6.27,70.96
6025,THOM,Bigelow Grille,1604,10.62,14.97,100.59
6026,OVERMAN,Bigelow Grille,1824,48.8,23.37,144.17
6027,FURTADO,Bigelow Grille,1754,28.4,22.69,135.09
