18000,APPLETON,The Mixx,1732,41.18,24.54,96.72
18001,BORJA,Vertical Wine Bistro,1528,50.89,19.91,130.8
18002,SALLEY,Vertical Wine Bistro,2049,38.8,13.83,102.63
18003,BEGUM,Vertical Wine Bistro,1804,7.16,47.89,101.05
18004,PHIFER,Vertical Wine Bistro,1693,5.34,50.74,86.08000000000001
18005,SHOUP,Vertical Wine Bistro,2062,37.62,28.61,107.23
18006,CAWLEY,Vertical Wine Bistro,1490,16.27,25.74,114.00999999999999
18007,DEASON,Vertical Wine Bistro,1556,14.37,5.21,53.58
18008,CASTANON,Vertical Wine Bistro,2038,31.44,47.07,175.51
18009,HAGLER,Vertical Wine Bistro,1629,6.19,27.47,125.66
18010,LOUCKS,Vertical Wine Bistro,2043,20.47,12.6,70.07
18011,MCCLINTON,Bone Kettle,1434,5.17,31.45,103.62
18012,DULANEY,Bone Kettle,1551,3.04,2.8,9.84
18013,HARGETT,Bone Kettle,1612,8.11,38.42,98.53
18014,MCARDLE,Bone Kettle,2195,2.18,21.35,32.53
18015,BURCHAM,Bone Kettle,1745,13.48,47.23,113.71000000000001
18016,PHILPOT,Bone Kettle,1542,25.6,30.66,113.25999999999999
18017,LAROCHE,Bone Kettle,2012,47.68,41.39,170.07
18018,BRELAND,Bone Kettle,1874,40.1,44.23,177.32999999999998
18019,HATTEN,Bone Kettle,1558,48.94,26.27,162.21
18020,BOATMAN,Bone Kettle,1432,37.11,14.33,60.44
18021,BRUMMETT,Slater's 50/50,2146,22.26,36.77,100.03
18022,KARP,Slater's 50/50,1868,34.91,21.41,82.32
18023,MORTIMER,Slater's 50/50,1695,27.7,31.83,107.53
18024,NATALE,Slater's 50/50,1950,15.3,32.2,89.5
18025,PEPE,Slater's 50/50,1900,28.77,44.66,169.43
18026,SINK,Slater's 50/50,1905,9.18,1.6800000000000002,109.86000000000001
18027,VOYLES,Slater's 50/50,2037,32.33,0.52,110.85
18028,REEVE,Slater's 50/50,2169,35.39,3.74,41.13
18029,HONAKER,Slater's 50/50,2032,9.4,28.89,126.29
18030,DONNER,Slater's 50/50,2031,25.96,6.15,66.11
18031,LOREDO,Intelligentsia Coffee Pasadena Coffeebar,1461,45.37,35.19,174.56
18032,RIDGWAY,Intelligentsia Coffee Pasadena Coffeebar,1644,42.46,38.43,134.89000000000001
18033,LESSARD,Intelligentsia Coffee Pasadena Coffeebar,1688,31.82,18.04,76.86
18034,DEVER,Intelligentsia Coffee Pasadena Coffeebar,1768,5.44,50.59,134.03
18035,HICKSON,Intelligentsia Coffee Pasadena Coffeebar,1659,0.29,15.13,83.42
18036,SALOMON,Intelligentsia Coffee Pasadena Coffeebar,1544,27.13,14.71,117.84
18037,NICHOLLS,Intelligentsia Coffee Pasadena Coffeebar,1976,16.31,2.48,30.79
18038,BUSHEY,Intelligentsia Coffee Pasadena Coffeebar,1678,17.24,22.39,95.63
