10000,WITHROW,Tomato Street River Park Square,1616,28.96,21.85,68.81
10001,OLIVO,The Melting Pot,1540,25.91,44.73,105.63999999999999
10002,HARBIN,The Melting Pot,1676,34.11,44.5,133.61
10003,ANDRE,The Melting Pot,2091,20.89,3.82,28.71
10004,SANDLIN,The Melting Pot,1929,49.26,32.47,107.72999999999999
10005,WERTZ,The Melting Pot,1979,49.94,7.22,126.16
10006,DESIMONE,The Melting Pot,2293,0.42,29.64,120.06
10007,GREINER,The Melting Pot,1605,0.08,37.67,135.75
10008,HEINRICH,The Melting Pot,1488,30.8,27.24,62.03999999999999
10009,WHITCOMB,The Melting Pot,2026,46.91,25.53,171.44
10010,DAYTON,The Melting Pot,1684,42.37,13.66,103.03
10011,PETRIE,The District Bar,2039,45.76,15.63,156.39
10012,HAIR,The District Bar,1945,47.89,36.1,83.99000000000001
10013,KETCHUM,The District Bar,2263,50.15,39.14,156.29000000000002
10014,BIANCO,The District Bar,2138,27.69,19.29,101.97999999999999
10015,COCHRANE,The District Bar,2122,27.27,33.13,85.4
10016,HEIL,The District Bar,1420,25.8,40.99,165.79
10017,SHANAHAN,The District Bar,1679,46.99,32.68,152.67000000000002
10018,DAGOSTINO,The District Bar,2151,49.74,33.16,144.9
10019,WEGNER,The District Bar,1709,40.24,33.69,73.93
10020,COUTURE,The District Bar,1553,17.68,13.07,58.75
10021,LING,Va Piano Tasting Room Spokane,1907,25.07,42.45,98.52000000000001
10022,WINGATE,Va Piano Tasting Room Spokane,1417,24.65,50.96,169.61
10023,ARENAS,Va Piano Tasting Room Spokane,1747,33.03,11.25,121.28
10024,KEEL,Va Piano Tasting Room Spokane,2110,39.42,39.17,158.59
10025,CASTEEL,Va Piano Tasting Room Spokane,1888,2.5300000000000002,29.89,57.42
10026,BOOTHE,Va Piano Tasting Room Spokane,2077,5.53,17.98,114.51
10027,DEROSA,Va Piano Tasting Room Spokane,2281,15.68,37.31,77.99000000000001
10028,HORST,Va Piano Tasting Room Spokane,1684,18.33,42.86,94.19
10029,RAU,Va Piano Tasting Room Spokane,2123,35.8,5.35,140.15
10030,MCCORKLE,Va Piano Tasting Room Spokane,1663,8.25,13.52,99.77
10031,PALERMO,Volstead Act,2145,29.11,20.02,143.13
10032,ALTAMIRANO,Volstead Act,1979,14.87,30.01,112.88000000000001
10033,NALL,Volstead Act,1673,7.72,30.46,119.18
10034,SHUMATE,Volstead Act,2051,3.81,5.4,66.21000000000001
10035,LIGHTFOOT,Volstead Act,1561,50.87,2.55,121.42
10036,CREAMER,Volstead Act,1564,28.55,46.14,157.69
10037,ROMEO,Volstead Act,2033,14.18,42.33,94.50999999999999
10038,COFFIN,Volstead Act,1837,11.12,16.9,44.019999999999996
10039,HUTCHINGS,Volstead Act,1720,5.5600000000000005,27.55,68.11
10040,JEROME,Volstead Act,1928,9.71,3.69,18.400000000000002
10041,HUTCHESON,Peacock Room Lounge,1807,12.48,25.51,96.99000000000001
10042,DAMRON,Peacock Room Lounge,1729,44.62,44.29,109.91
10043,SORRELL,Peacock Room Lounge,2270,0.66,27.98,54.64
10044,NICKEL,Peacock Room Lounge,1918,46.56,37.23,118.78999999999999
10045,SELLS,Peacock Room Lounge,1730,2.55,6.04,65.59
10046,PINKERTON,Peacock Room Lounge,1925,26.64,5.27,79.91
10047,DAO,Peacock Room Lounge,1585,9.48,31.08,64.56
10048,DION,Peacock Room Lounge,2177,26.48,0.58,115.06
10049,MCFARLANE,Peacock Room Lounge,2062,35.47,17.88,121.35
10050,ATWELL,Peacock Room Lounge,1719,27.46,32.23,131.69
10051,RIDENOUR,The Ridler Piano Bar,1839,39.12,28.95,123.07000000000001
10052,STURGILL,The Ridler Piano Bar,1842,36.66,25.31,107.97
10053,SCHOEN,The Ridler Piano Bar,2000,18.4,20.81,93.21000000000001
10054,PARTIN,The Ridler Piano Bar,2231,7.97,18.04,120.00999999999999
10055,NEMETH,The Ridler Piano Bar,1537,50.07,6.14,58.21
10056,ALMONTE,The Ridler Piano Bar,1676,48.13,18.77,144.9
10057,PAN,The Ridler Piano Bar,1910,7.32,18.28,66.6
10058,RICKARD,The Ridler Piano Bar,2135,10.64,26.85,121.49000000000001
10059,WENTWORTH,The Ridler Piano Bar,1675,38.96,46.99,92.95
10060,SAMMONS,The Ridler Piano Bar,1502,32.94,2.14,101.08
10061,SAYRE,Palm Court Grill Restaurant,1403,16.85,27.49,93.33999999999999
10062,SOUTHERLAND,Palm Court Grill Restaurant,1454,37.57,49.31,141.88
10063,AHN,Palm Court Grill Restaurant,2253,13.63,16.03,102.66
10064,PARISI,Palm Court Grill Restaurant,1575,1.35,22.95,78.3
10065,CARRION,Palm Court Grill Restaurant,1978,23.87,1.22,100.09
10066,TESTA,Palm Court Grill Restaurant,2271,24.47,44.26,145.73
10067,SHORTER,Palm Court Grill Restaurant,1586,23.35,23.83,120.17999999999999
10068,COVERT,Palm Court Grill Restaurant,2112,17.23,40.13,154.36
10069,GORHAM,Palm Court Grill Restaurant,1680,35.99,4.07,82.06
10070,ALCANTARA,Palm Court Grill Restaurant,1561,33.25,35.28,154.53
10071,BELTON,The Rain Lounge,2152,40.21,41.17,81.38
10072,BANNISTER,The Rain Lounge,2266,14.86,43.53,75.39
10073,SHARKEY,The Rain Lounge,2042,30.18,48.91,107.09
10074,MCCREARY,The Rain Lounge,2192,23.08,48.65,100.72999999999999
10075,PANNELL,The Rain Lounge,2114,31.32,0.36,47.68
10076,KEELING,The Rain Lounge,2046,40.04,23.37,131.41
10077,SCARBROUGH,The Rain Lounge,1827,28.57,19.19,80.76
10078,GAINEY,The Rain Lounge,1629,48.17,2.2800000000000002,130.45000000000002
10079,MILL,The Rain Lounge,1401,11.1,26.91,88.01
10080,CAMARENA,The Rain Lounge,1970,8.67,8.61,105.28
10081,HERBST,Scratch,2254,2.26,30.26,37.52
10082,ROLLER,Scratch,1945,13.01,9.38,69.39
10083,DELLINGER,Scratch,1782,3.43,46.75,147.18
10084,WILD,Scratch,2122,6.76,21.79,36.55
10085,LOVEJOY,Scratch,1553,35.94,1.0,55.94
10086,MANSON,Scratch,1485,17.4,25.42,124.82000000000001
10087,CLEM,Scratch,2183,15.44,24.7,110.14
10088,DUPUIS,Scratch,1843,15.9,25.06,109.96000000000001
10089,RESENDEZ,Scratch,2026,0.53,40.86,78.39
10090,BURKHARDT,Scratch,1529,36.44,23.93,146.37
10091,WILLIFORD,Baby Bar,2141,45.7,1.27,66.97
