14000,ANAYA,Justin’s Bars,1685,27.7,4.64,104.34
14001,CRENSHAW,Lefty's Wings & Grill,1695,1.26,46.71,49.97
14002,JUNG,Lefty's Wings & Grill,1867,15.88,7.16,54.040000000000006
14003,CANALES,Lefty's Wings & Grill,2150,3.36,23.75,54.11
14004,CAGLE,Lefty's Wings & Grill,1663,18.09,26.36,46.45
14005,DENNY,Lefty's Wings & Grill,1973,9.13,43.8,100.93
14006,MARCUS,Lefty's Wings & Grill,1554,48.45,5.6899999999999995,109.14
14007,BERMAN,Lefty's Wings & Grill,2060,13.84,28.0,127.84
14008,MUNSON,Lefty's Wings & Grill,1716,29.89,35.72,146.61
14009,OCAMPO,Lefty's Wings & Grill,1650,1.22,37.38,77.6
14010,BAUMAN,Lefty's Wings & Grill,1973,22.83,27.19,105.02
14011,CORCORAN,Neely's Grog House Inc,2298,46.47,2.89,62.36
14012,KEEN,Neely's Grog House Inc,1588,18.14,16.63,60.769999999999996
14013,ZIMMER,Neely's Grog House Inc,1788,36.48,2.6,107.07999999999998
14014,FRIEND,Neely's Grog House Inc,1702,8.66,43.42,78.08
14015,ORNELAS,Neely's Grog House Inc,2288,20.7,34.22,112.92
14016,VARNER,Neely's Grog House Inc,1987,46.4,38.92,151.32
14017,PELLETIER,Neely's Grog House Inc,1842,7.82,46.03,126.85
14018,VERNON,Neely's Grog House Inc,1463,35.33,41.53,130.86
14019,BLUM,Neely's Grog House Inc,2144,48.99,44.38,168.37
14020,ALBRECHT,Neely's Grog House Inc,2084,33.67,50.7,122.37
14021,CULVER,Orange Light Fishing,1741,7.63,17.17,96.8
14022,SCHUSTER,Orange Light Fishing,2099,11.69,46.56,71.25
14023,CUELLAR,Orange Light Fishing,1527,2.99,39.57,73.56
14024,MCCORD,Orange Light Fishing,1695,45.4,36.13,85.53
14025,SHULTZ,Orange Light Fishing,2137,33.54,47.22,121.75999999999999
14026,MCRAE,Orange Light Fishing,1822,19.12,23.45,129.57
14027,MORELAND,Orange Light Fishing,2218,21.81,0.62,102.43
14028,CALVERT,Orange Light Fishing,1578,48.22,13.86,98.08
14029,WILLIAM,Orange Light Fishing,2083,16.5,44.18,71.68
14030,WHITTINGTON,Orange Light Fishing,1543,45.48,45.25,147.73
14031,ECKERT,Blue Mist Ultra Lounge Llc Fl,2278,6.85,10.16,112.00999999999999
14032,KEENE,Blue Mist Ultra Lounge Llc Fl,2232,14.37,9.2,23.57
14033,MOHR,Blue Mist Ultra Lounge Llc Fl,1477,34.34,12.67,81.01
14034,HANKS,Blue Mist Ultra Lounge Llc Fl,1434,49.35,0.13,138.48
14035,KIMBLE,Blue Mist Ultra Lounge Llc Fl,1554,20.78,0.32,106.1
14036,CAVANAUGH,Blue Mist Ultra Lounge Llc Fl,1883,23.84,12.92,87.76
14037,CROWELL,Blue Mist Ultra Lounge Llc Fl,1451,26.3,16.9,110.19999999999999
14038,RUSS,Blue Mist Ultra Lounge Llc Fl,2027,0.97,15.9,50.87
14039,FELICIANO,Blue Mist Ultra Lounge Llc Fl,1847,18.26,4.95,104.21000000000001
14040,CRAIN,Blue Mist Ultra Lounge Llc Fl,1494,16.72,44.5,117.22
14041,BUSCH,Cafe Hookah Fl,1480,16.65,2.46,105.11
14042,MCCORMACK,Cafe Hookah Fl,1448,33.28,25.65,74.93
14043,DRUMMOND,Cafe Hookah Fl,2172,27.49,4.39,84.88
14044,OMALLEY,Cafe Hookah Fl,1612,33.8,24.85,138.65
14045,ALDRICH,Cafe Hookah Fl,1671,16.53,3.55,75.08
14046,LUKE,Cafe Hookah Fl,1764,45.96,19.78,89.74000000000001
14047,GRECO,Cafe Hookah Fl,1615,36.0,2.7,137.7
14048,MOTT,Cafe Hookah Fl,2239,14.52,44.37,158.89
14049,OAKES,Cafe Hookah Fl,2085,7.02,6.41,40.42999999999999
14050,MALLORY,Cafe Hookah Fl,1491,44.48,7.43,107.91
14051,MCLAIN,Codys Original Roadhouse,1936,30.46,50.58,181.04000000000002
14052,BURROWS,Codys Original Roadhouse,1497,42.98,16.75,104.72999999999999
14053,OTERO,Codys Original Roadhouse,2175,42.86,34.24,176.10000000000002
14054,ALLRED,Codys Original Roadhouse,1672,1.74,2.49,50.230000000000004
14055,EASON,Codys Original Roadhouse,2190,48.8,41.34,181.14000000000001
14056,FINNEY,Codys Original Roadhouse,2057,11.21,34.45,126.66000000000001
14057,WELLER,Codys Original Roadhouse,2273,28.55,16.85,117.4
14058,WALDRON,Codys Original Roadhouse,1690,43.76,10.0,74.75999999999999
14059,CHAMPION,Codys Original Roadhouse,1993,24.65,44.07,165.72
14060,JEFFERS,Codys Original Roadhouse,1800,40.87,22.34,117.21000000000001
14061,COON,Low Key Piano Bar,2177,25.35,19.0,50.35
14062,ROSENTHAL,Low Key Piano Bar,2022,25.58,36.73,108.31
14063,HUDDLESTON,Low Key Piano Bar,1921,20.92,43.69,119.61
14064,SOLANO,Low Key Piano Bar,1704,28.16,41.8,73.96
14065,HIRSCH,Low Key Piano Bar,1625,2.49,0.38,83.86999999999999
14066,AKINS,Low Key Piano Bar,1516,23.2,10.46,35.66
14067,OLIVARES,Low Key Piano Bar,1798,5.38,12.59,24.97
14068,SONG,Low Key Piano Bar,2212,25.94,24.93,58.87
14069,SNEED,Low Key Piano Bar,2005,18.67,27.19,60.86
14070,BENEDICT,Low Key Piano Bar,2036,19.05,31.32,144.37
14071,BAIN,414 Pub & Pizza,1647,31.99,34.25,156.24
14072,OKEEFE,414 Pub & Pizza,1959,39.5,36.15,111.65
14073,HIDALGO,414 Pub & Pizza,1591,17.43,19.8,79.23
14074,MATOS,414 Pub & Pizza,1727,33.91,6.24,41.15
14075,STALLINGS,414 Pub & Pizza,1502,32.21,37.71,119.92000000000002
14076,PARIS,414 Pub & Pizza,2083,0.57,2.63,12.2
14077,GAMEZ,414 Pub & Pizza,1742,33.14,6.4,121.54
14078,KENNY,414 Pub & Pizza,1917,3.76,48.39,73.15
14079,QUIGLEY,414 Pub & Pizza,1423,41.73,5.41,108.13999999999999
14080,MARRERO,414 Pub & Pizza,1834,27.46,9.27,87.73
14081,FAGAN,AURA,2248,16.0,21.71,60.71
14082,DUTTON,AURA,1801,32.99,0.29,130.28
14083,ATWOOD,AURA,1648,14.45,42.59,90.04
14084,PAPPAS,AURA,1773,50.51,38.82,100.33
14085,BAGLEY,AURA,1429,16.39,48.93,96.32
14086,MCGOVERN,AURA,1529,23.62,48.08,118.7
14087,LUNSFORD,AURA,2247,18.4,33.3,97.7
14088,MOSELEY,AURA,1609,24.88,0.75,83.63
14089,READ,AURA,1940,17.2,32.27,75.47
14090,OAKLEY,AURA,2060,14.29,11.13,50.42
14091,ASHBY,Illegal Pete's Mill,2073,32.58,18.48,136.06
14092,GRANGER,Illegal Pete's Mill,1966,44.3,39.46,173.76000000000002
14093,SHAVER,Illegal Pete's Mill,2245,46.66,33.87,95.53
14094,HOPE,Illegal Pete's Mill,1588,0.08,0.39,23.47
14095,COE,Illegal Pete's Mill,1662,23.24,10.75,41.989999999999995
14096,BURROUGHS,Illegal Pete's Mill,2273,34.54,24.71,65.25
14097,HELM,Illegal Pete's Mill,2280,7.48,48.06,81.54
14098,AMBROSE,Illegal Pete's Mill,1788,3.54,21.8,106.34
14099,NEUMANN,Illegal Pete's Mill,1744,14.5,10.73,51.230000000000004
14100,MICHAELS,Illegal Pete's Mill,1901,36.16,32.55,124.71
14101,PRESCOTT,Cabana Bar & Grill,1984,18.45,43.09,132.54000000000002
14102,LIGHT,Cabana Bar & Grill,2089,50.28,3.5300000000000002,124.81
14103,DUMAS,Cabana Bar & Grill,1639,21.63,4.6,77.22999999999999
14104,FLOOD,Cabana Bar & Grill,1411,0.94,5.66,101.6
14105,STRINGER,Cabana Bar & Grill,1507,32.74,21.92,70.66
14106,CURRIE,Cabana Bar & Grill,1573,22.7,49.19,73.89
14107,COMER,Cabana Bar & Grill,1597,9.63,28.04,70.67
14108,FONG,Cabana Bar & Grill,1839,3.22,7.06,30.279999999999998
14109,WHITLOCK,Cabana Bar & Grill,2126,26.43,50.51,93.94
14110,LEMUS,Cabana Bar & Grill,1821,38.89,5.62,57.51
14111,HAWLEY,CASA Tempe,1447,23.94,10.26,62.199999999999996
14112,ULRICH,CASA Tempe,2255,12.77,13.77,71.53999999999999
14113,STAPLES,CASA Tempe,1761,20.78,19.16,118.94
14114,BOYKIN,CASA Tempe,1662,7.03,3.92,105.95
14115,KNUTSON,CASA Tempe,2184,4.45,32.76,122.21000000000001
14116,GROVER,CASA Tempe,1599,20.55,9.59,31.14
14117,HOBSON,CASA Tempe,1676,44.76,49.92,98.68
14118,CORMIER,CASA Tempe,1888,36.34,21.16,103.5
14119,DORAN,CASA Tempe,1614,9.49,14.29,112.78
14120,THAYER,CASA Tempe,1939,41.97,36.06,162.03
14121,WOODSON,Blasted Barley Beer Co.,2275,6.54,18.58,107.12
14122,WHITT,Blasted Barley Beer Co.,2142,47.45,9.28,72.73
14123,HOOKER,Blasted Barley Beer Co.,1723,16.01,20.17,127.18
14124,KOHLER,Blasted Barley Beer Co.,1670,6.51,5.15,78.66000000000001
14125,ADDISON,Blasted Barley Beer Co.,1747,11.73,10.18,101.91
14126,VANDYKE,Blasted Barley Beer Co.,1950,17.08,50.49,146.57
14127,SCHRADER,Blasted Barley Beer Co.,1587,28.48,46.2,142.68
14128,HASKINS,Blasted Barley Beer Co.,2219,5.98,49.07,63.05
14129,WHITTAKER,Blasted Barley Beer Co.,1510,6.63,11.31,109.94
14130,MADSEN,Blasted Barley Beer Co.,1463,40.77,42.33,139.10000000000002
14131,GAUTHIER,Hayden Square Amphitheater,1440,28.03,20.54,86.57
14132,BURNETTE,Hayden Square Amphitheater,1914,39.39,19.81,132.2
14133,KEATING,Hayden Square Amphitheater,2101,27.9,27.61,138.51
14134,PURVIS,Hayden Square Amphitheater,1717,11.65,12.52,70.17
14135,ALEMAN,Hayden Square Amphitheater,1697,15.84,39.21,68.05
14136,HUSTON,Hayden Square Amphitheater,2143,4.41,4.66,81.07
